time,lat,lon,anom
2024-01-10,26.125,123.125,3.4299998
2024-01-10,26.125,123.375,3.21
2024-01-10,26.125,123.625,2.9299998
2024-01-10,26.125,123.875,2.6
2024-01-10,26.375,122.125,2.22
2024-01-10,26.375,122.375,2.95
2024-01-10,26.375,122.625,3.33
2024-01-10,26.375,122.875,3.35
2024-01-10,26.375,123.125,3.29
2024-01-10,26.375,123.375,3.12
2024-01-10,26.375,123.625,2.87
2024-01-10,26.375,123.875,2.51
2024-01-10,26.625,122.125,1.73
2024-01-10,26.625,122.375,2.27
2024-01-10,26.625,122.625,2.6599998
2024-01-10,26.625,122.875,2.85
2024-01-10,26.625,123.125,2.97
2024-01-10,26.625,123.375,2.79
2024-01-10,26.625,123.625,2.51
2024-01-10,26.625,123.875,2.1299999
2024-01-10,26.875,122.125,1.64
2024-01-10,26.875,122.375,2.09
2024-01-10,26.875,122.625,2.3999999
2024-01-10,26.875,122.875,2.6299999
2024-01-10,26.875,123.125,2.69
2024-01-10,26.875,123.375,2.51
2024-01-10,26.875,123.625,2.09
2024-01-10,26.875,123.875,1.65
2024-01-11,25.125,122.125,1.75
2024-01-11,25.125,122.375,2.6799998
2024-01-11,25.125,122.625,3.1499999
2024-01-11,25.125,122.875,3.04
2024-01-11,25.125,123.125,2.75
2024-01-11,25.125,123.375,2.4199998
2024-01-11,25.125,123.625,2.05
2024-01-11,25.125,123.875,1.6899999
2024-01-11,25.375,122.125,2.07
2024-01-11,25.375,122.375,3.1
2024-01-11,25.375,122.625,3.4499998
2024-01-11,25.375,122.875,3.29
2024-01-11,25.375,123.125,3.01
2024-01-11,25.375,123.375,2.69
2024-01-11,25.375,123.625,2.33
2024-01-11,25.375,123.875,1.9699999
2024-01-11,25.625,122.125,2.83
2024-01-11,25.625,122.375,3.75
2024-01-11,25.625,122.625,3.86
2024-01-11,25.625,122.875,3.56
2024-01-11,25.625,123.125,3.22
2024-01-11,25.625,123.375,2.8899999
2024-01-11,25.625,123.625,2.54
2024-01-11,25.625,123.875,2.2
2024-01-11,25.875,122.125,3.3
2024-01-11,25.875,122.375,4.11
2024-01-11,25.875,122.625,4.15
2024-01-11,25.875,122.875,3.79
2024-01-11,25.875,123.125,3.3799999
2024-01-11,25.875,123.375,3.02
2024-01-11,25.875,123.625,2.6799998
2024-01-11,25.875,123.875,2.36
2024-01-11,26.125,122.125,3.11
2024-01-11,26.125,122.375,3.9299998
2024-01-11,26.125,122.625,4.06
2024-01-11,26.125,122.875,3.75
2024-01-11,26.125,123.125,3.35
2024-01-11,26.125,123.375,2.99
2024-01-11,26.125,123.625,2.6799998
2024-01-11,26.125,123.875,2.3999999
2024-01-11,26.375,122.125,2.47
2024-01-11,26.375,122.375,3.1499999
2024-01-11,26.375,122.625,3.3799999
2024-01-11,26.375,122.875,3.24
2024-01-11,26.375,123.125,2.96
2024-01-11,26.375,123.375,2.6299999
2024-01-11,26.375,123.625,2.3799999
2024-01-11,26.375,123.875,2.18
2024-01-11,26.625,122.125,1.8399999
2024-01-11,26.625,122.375,2.25
2024-01-11,26.625,122.625,2.47
2024-01-11,26.625,122.875,2.53
2024-01-11,26.625,123.125,2.4199998
2024-01-11,26.625,123.375,2.18
2024-01-11,26.625,123.625,1.9499999
2024-01-11,26.625,123.875,1.79
2024-01-11,26.875,122.125,1.65
2024-01-11,26.875,122.375,1.92
2024-01-11,26.875,122.625,2.09
2024-01-11,26.875,122.875,2.22
2024-01-11,26.875,123.125,2.23
2024-01-11,26.875,123.375,2.03
2024-01-11,26.875,123.625,1.6899999
2024-01-11,26.875,123.875,1.39
2024-01-12,25.125,122.125,1.5799999
2024-01-12,25.125,122.375,2.57
2024-01-12,25.125,122.625,3.1399999
2024-01-12,25.125,122.875,3.12
2024-01-12,25.125,123.125,2.86
2024-01-12,25.125,123.375,2.56
2024-01-12,25.125,123.625,2.18
2024-01-12,25.125,123.875,1.79
2024-01-12,25.375,122.125,2.05
